Frame         Time          Bond          Angle         Dihed         Impr          Elec          VdW           Conf          Nonbond       Total         
746           746           +234.806      +716.499      +301.927      +43.2858      -1683.95      -289.543      +1296.52      -1973.5       -676.98       
747           747           +239.709      +722.563      +318.833      +48.2659      -1685.52      -295.011      +1329.37      -1980.53      -651.163      
748           748           +246.773      +738.432      +301.384      +50.2137      -1688.54      -302.853      +1336.8       -1991.39      -654.589      
749           749           +216.912      +708.957      +311.913      +44.3771      -1693.46      -279.362      +1282.16      -1972.82      -690.66       
750           750           +246.957      +765.159      +308.085      +38.5681      -1715.67      -315.169      +1358.77      -2030.84      -672.07       
751           751           +235.262      +716.478      +317.702      +44.0097      -1682.37      -314.007      +1313.45      -1996.38      -682.924      
752           752           +235.703      +722.739      +312.691      +43.284       -1693.05      -294.503      +1314.42      -1987.56      -673.139      
753           753           +217.579      +737.018      +315.174      +40.204       -1681.09      -317.741      +1309.98      -1998.83      -688.855      
754           754           +225.378      +735.348      +308.08       +42.6773      -1662.08      -314.88       +1311.48      -1976.96      -665.48       
755           755           +254.145      +722.24       +302.428      +39.9574      -1634.51      -312.781      +1318.77      -1947.29      -628.515      
756           756           +237.066      +747.342      +306.82       +56.6293      -1618.94      -318.159      +1347.86      -1937.1       -589.244      
757           757           +224.991      +670.03       +312.793      +42.7939      -1613.58      -296.304      +1250.61      -1909.88      -659.275      
758           758           +228.015      +690.571      +314.112      +49.8713      -1651.84      -280.786      +1282.57      -1932.63      -650.061      
759           759           +222.881      +702.285      +303.35       +35.8407      -1613.7       -301.283      +1264.36      -1914.98      -650.627      
760           760           +231.368      +697.413      +315.459      +42.637       -1679.55      -295.576      +1286.88      -1975.13      -688.25       
761           761           +243.845      +726.703      +295.987      +42.2062      -1699.86      -287.504      +1308.74      -1987.36      -678.623      
762           762           +244.09       +699.434      +306.501      +38.9221      -1708.83      -281.398      +1288.95      -1990.23      -701.282      
763           763           +234.272      +748.708      +303.455      +43.3069      -1653.92      -295.16       +1329.74      -1949.08      -619.337      
764           764           +243.569      +742.359      +300.61       +40.182       -1700.16      -288.255      +1326.72      -1988.41      -661.693      
765           765           +225.286      +729.125      +300.746      +39.0072      -1682.63      -313.384      +1294.16      -1996.01      -701.846      
766           766           +225.583      +748.656      +315.904      +43.5492      -1684.48      -316.182      +1333.69      -2000.66      -666.972      
767           767           +236.295      +695.303      +301.576      +37.4015      -1697.62      -270.756      +1270.58      -1968.38      -697.804      
768           768           +236.297      +717.536      +288.18       +43.898       -1717.76      -298.985      +1285.91      -2016.75      -730.838      
769           769           +249.231      +707.584      +303.636      +40.7101      -1653.91      -314.956      +1301.16      -1968.86      -667.701      
770           770           +261.634      +701.095      +305.698      +42.3135      -1643.51      -318.18       +1310.74      -1961.69      -650.946      
771           771           +252.109      +737.116      +307.605      +42.0746      -1691.85      -286.313      +1338.9       -1978.16      -639.255      
772           772           +230.803      +708.398      +300.939      +46.3838      -1713.28      -286.308      +1286.52      -1999.59      -713.068      
773           773           +225.673      +709.908      +295.029      +48.2793      -1682.91      -291.703      +1278.89      -1974.62      -695.728      
774           774           +239.447      +699.617      +282.854      +39.8238      -1658.64      -293.51       +1261.74      -1952.15      -690.41       
775           775           +238.476      +721.73       +313.027      +37.1514      -1657.57      -296.178      +1310.38      -1953.75      -643.365      
776           776           +250.775      +728.187      +322.792      +39.2531      -1703.34      -280.706      +1341.01      -1984.04      -643.038      
777           777           +224.165      +719.099      +307.874      +44.4043      -1656.69      -290.036      +1295.54      -1946.73      -651.187      
